"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1393566/grants_5010327000039_images_1393566897.jpg,"Купажированный шотландский виски, который производится компанией William Grant&Sons c 1898. Выдержка спиртов 5-6 лет в экс бурбонных бочках, в составе около 20 видов виски, 60% смеси составляет зерновой виски Girvan, 40% солодовый виски из регионов Спейсайд и Айла."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1416963/grants_5010327215471_images_1416963052.jpg,"Виски Grants 8 Years Old — высококачественный купажированный виски, выдержанный 8 лет в бочках из-под бурбона. Виски изготавливается из 25 сортов солодовых и зерновых виски. Основой купажа является зерновой шотландский виски, производящийся в Гирване. При его производстве применяется уникальная технология вакуумной дистилляции, которая позволяет получить легчайший спирт."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1623427/copy_wild_turkey_8000040500012_5747170643715_images_1623427026.jpg,"1869 год — братья-ирландцы Джеймс и Джон Райпи, владельцы бакалейной лавки, построили завод по производству виски в Лоренсбурге, штат Кентукки; с тех пор Wild Turkey Distillery один из ведущих производителей бурбона в мире. Входит в Gruppo Campari. Группа Davide Campari-Milano S.p.A., является одним из ведущих мировых производителей напитков, представленных более чем в 190 странах мира и занимающих лидирующие позиции в Европе и Америке. Основанная в 1860 году, сегодня Группа — шестой по величине игрок на рынке алкогольных напитков категории «премиум». Продуктовая линейка Компании – это более 50-ти брендов, среди которых всемирно известные Aperol, Appleton, Campari, Cinzano, SKYY Vodka и Wild Turkey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1431819/passport_scotch_5000299210079_images_1431819939.jpg,"Купажированный виски Passport Scotch родом из Шотландии и относится к сегменту стандарт. За его производство отвечает завод Глен Кит в Спейсайде, ведущий свою историю от старой винокурни XVIII века и заново отстроенный в 1957 году. Марка Passport Scotch родилась в 1965 году, когда по всей Европе бушевала культурная революция, так называемые ""шестидесятые"". Вскоре популярность виски затихла на время, чтобы к настоящему времени вновь занять лидирующие позиции по продажам. Сегодня скотч Passport входит в число самых популярных в мире спиртных напитков. Passport Scotch олицетворяет собой эпоху великих перемен, навсегда изменивших культурный облик просвещенной Европы."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1679160/jim_beam_5010196091008_images_1679160158.jpg,"История компании Jim Beam, широко известной во всем мире, связана с именем Джейкоба Бима, который в конце 18 века начал производить виски из размолотых кукурузных зерен, ржи и солода. Этот крепкий спиртной напиток янтарного цвета получил название бурбон по названию округа Бурбон в штате Кентукки, где он был впервые произведен. Джейкоб Бим продал первую бочку своего бурбона в 1795 году. В наше время история компании Jim Beam насчитывает уже более 200 лет, но владельцы компании все также продолжают следовать богатым традициям своих предков, передавая рецепт великолепного виски из поколения в поколение."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1442922/old_smuggler_5010327605005_images_1442922303.jpg,"Вискикурня Glen Grant основана в 1840 году в Rothes, Speyside, Scotland. Ранее принадлежала Chivas Brothers Ltd, известному по своему виски Chivas Regal. Вискикурня Glen Grant была приобретена итальянской компанией Gruppo Campari в декабре 2005 года. Группа Davide Campari-Milano S.p.A., является одним из ведущих мировых производителей напитков, представленных более чем в 190 странах мира и занимающих лидирующие позиции в Европе и Америке. Основанная в 1860 году, сегодня группа — шестой по величине игрок на рынке алкогольных напитков категории ""премиум"". Продуктовая линейка компании – это более 50-ти брендов, среди которых всемирно известные Aperol, Appleton, Campari, Cinzano, SKYY Vodka и Wild Turkey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1378280/american_honey_8000040500241_images_1378280331.jpg,"1869 год — братья-ирландцы Джеймс и Джон Райпи, владельцы бакалейной лавки, построили завод по производству виски в Лоренсбурге, штат Кентукки; с тех пор Wild Turkey Distillery один из ведущих производителей бурбона в мире. Входит в Gruppo Campari. Группа Davide Campari-Milano S.p.A., является одним из ведущих мировых производителей напитков, представленных более чем в 190 странах мира и занимающих лидирующие позиции в Европе и Америке. Основанная в 1860 году, сегодня Группа — шестой по величине игрок на рынке алкогольных напитков категории «премиум». Продуктовая линейка Компании – это более 50-ти брендов, среди которых всемирно известные Aperol, Appleton, Campari, Cinzano, SKYY Vodka и Wild Turkey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1680071/glen_grant_8000040630306_images_1680071523.jpg,"Glen Grant – старейшая винокурня в городке Ротес, производящая один из пяти самых популярных синглмолтов в мире. Сейчас Glen Grant — самый популярный сингл-молт в Италии, «звезда» в линейке известного итальянского алкогольного гиганта Gruppo Campari."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1623430/copy_wild_turkey_8000040500036_574718938627f_images_1623430029.jpg,"1869 год — братья-ирландцы Джеймс и Джон Райпи, владельцы бакалейной лавки, построили завод по производству виски в Лоренсбурге, штат Кентукки; с тех пор Wild Turkey Distillery один из ведущих производителей бурбона в мире. Входит в Gruppo Campari. Группа Davide Campari-Milano S.p.A., является одним из ведущих мировых производителей напитков, представленных более чем в 190 странах мира и занимающих лидирующие позиции в Европе и Америке. Основанная в 1860 году, сегодня Группа — шестой по величине игрок на рынке алкогольных напитков категории «премиум». Продуктовая линейка Компании – это более 50-ти брендов, среди которых всемирно известные Aperol, Appleton, Campari, Cinzano, SKYY Vodka и Wild Turkey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1680070/glen_grant_8000040630269_images_1680070613.jpg,"Glen Grant – старейшая винокурня в городке Ротес, производящая один из пяти самых популярных синглмолтов в мире. Сейчас Glen Grant — самый популярный сингл-молт в Италии, «звезда» в линейке известного итальянского алкогольного гиганта Gruppo Campari."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1381748/macarthurs_4165_images_1381748511.jpg,"Производство напитка берет истоки в Северной части Ланаркшире, узнаваемой во всем мире компания Inver House Distillers Ltd, которая неоднократно занимала призовые места и награды, международных выставках."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1442971/glen_grant_4820000171717_images_1442971963.jpg,"Вискикурня Glen Grant основана в 1840 году в Rothes, Speyside, Scotland. Ранее принадлежала Chivas Brothers Ltd, известному по своему виски Chivas Regal. Вискикурня Glen Grant была приобретена итальянской компанией Gruppo Campari в декабре 2005 года. Группа Davide Campari-Milano S.p.A., является одним из ведущих мировых производителей напитков, представленных более чем в 190 странах мира и занимающих лидирующие позиции в Европе и Америке. Основанная в 1860 году, сегодня группа — шестой по величине игрок на рынке алкогольных напитков категории ""премиум"". Продуктовая линейка компании – это более 50-ти брендов, среди которых всемирно известные Aperol, Appleton, Campari, Cinzano, SKYY Vodka и Wild Turkey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1326172/scots_lion_5038342000032_images_1326172592.jpg,"Виски Scots Lion изготовлен на старинной вискокурне Campbell Mayer & Co Ltd. Сегодня Campbell Mayer & Co Ltd – независимый производитель и экспортер шотландских виски со штаб-квартирой в Глазго. Компания специализируется на выдерживании созревающих в дубовых бочках зерновых и солодовых виски, их купажировании и розливе, владеет большим парком бочек (общая территория производственного комплекса более 5 Га) и солидным запасом спиртов, который постоянно пополняется."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1191404/ballantines_5010106111956_images_1191404851.jpg,"Основатель марки, Джордж Бэллантайн, родился и вырос в обычной шотландской семье. В 1927 году он покинул родной дом и обосновался в Эдинбурге. Со временем открыл свою бакалейную лавку в столице Шотландии и через 10 лет стал преуспевающим торговцем спиртными напитками. Сын Джорджа, Баллантайн младший, развил дело отца и в 1872 году основал в Глазго магазин, торгующий широким ассортиментом спиртных напитков и табачных изделий со всего мира. К концу 1860-х годов Джордж Баллантайн с тремя сыновьями и внуком расширил предприятие, открыв новые филиалы, в том числе и в Глазго, и стал производителем купажированного виски. В 1895 году королева Виктория пожаловала компании ""George Ballantine & Sons"" королевский патент на поставку спиртных напитков королевскому двору."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1465141/wild_turkey_8000040500036_images_1465141660.jpg,"1869 год — братья-ирландцы Джеймс и Джон Райпи, владельцы бакалейной лавки, построили завод по производству виски в Лоренсбурге, штат Кентукки; с тех пор Wild Turkey Distillery один из ведущих производителей бурбона в мире. Входит в Gruppo Campari. Группа Davide Campari-Milano S.p.A., является одним из ведущих мировых производителей напитков, представленных более чем в 190 странах мира и занимающих лидирующие позиции в Европе и Америке. Основанная в 1860 году, сегодня Группа — шестой по величине игрок на рынке алкогольных напитков категории «премиум». Продуктовая линейка Компании – это более 50-ти брендов, среди которых всемирно известные Aperol, Appleton, Campari, Cinzano, SKYY Vodka и Wild Turkey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1389401/jack_daniels_5099873089798_images_1389401211.jpg,"Jack Daniel's — легендарный виски, который содержится в дубовых бочках в штате Теннесси, США."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1358359/wIlliam_lawsons_5010752000345_images_1358359671.jpg,"Родоначальником виски William Lawson's принято считать самого Вильяма Лоусона, однако он не был основателем компании. Изначально он трудился в корпорации E&J Burke, где производимый виски впоследствии решили назвать в его честь."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1379416/grants_5010327205199_images_1379416929.jpg,"Grants Sherry Cask производится из смеси отборных шотландских виски, окончательное созревание которых проходит в дубовых бочках из-под испанского хереса Олоросо. Благодаря такой технологии получается уникальный виски с характерным ароматом и теплым, богатым фруктовым вкусом."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1388914/jack_daniels_5099873005101_images_1388914683.jpg,"Jack Daniel's — легендарный виски, который содержится в дубовых бочках в штате Теннесси, США."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1454714/bulleit_82000765585_images_1454714444.jpg,"В 1830-х годах трактирщик Август Буллет в Луисвилле, штат Кентукки, поставил перед собой задачу создать уникальный ароматный бурбон. После бесчисленных мелкосерийных испытаний, он все-таки создал именно такой бурбон, который бы отвечал его представлениям о напитке. При транспортировке баррелей бурбона из Кентукки в Новый Орлеан, Август Буллет и сам груз исчезли. До сих пор неизвестно, что же произошло, их так и не нашли. Но, спустя более чем столетие, в 1987 году его праправнук Том Буллет решил возродить наследие своего предка. Bulleit Bourbon снова начали перегонять и выдерживать небольшими партиями. Фильтрованная вода из Кентукки, богатая известняком, обеспечивает основу для этого бурбона, в то время как выдержка в обугленных бочках из американского дуба придает напитку насыщенный дымный аромат."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1378490/wild_turkey_8000040500012_images_1378490619.jpg,"1869 год — братья-ирландцы Джеймс и Джон Райпи, владельцы бакалейной лавки, построили завод по производству виски в Лоренсбурге, штат Кентукки; с тех пор Wild Turkey Distillery один из ведущих производителей бурбона в мире. Входит в Gruppo Campari. Группа Davide Campari-Milano S.p.A., является одним из ведущих мировых производителей напитков, представленных более чем в 190 странах мира и занимающих лидирующие позиции в Европе и Америке. Основанная в 1860 году, сегодня Группа — шестой по величине игрок на рынке алкогольных напитков категории «премиум». Продуктовая линейка Компании – это более 50-ти брендов, среди которых всемирно известные Aperol, Appleton, Campari, Cinzano, SKYY Vodka и Wild Turkey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1389401/jack_daniels_5099873046067_images_1389401445.jpg,"Jack Daniel's — легендарный виски, который содержится в дубовых бочках в штате Теннесси, США."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1420821/ballantines_1176_images_1420821675.jpg,"Основатель марки Джордж Баллантайн, родился и вырос в обычной шотландской семье. В 1827 году он покинул родной дом и обосновался в Эдинбурге. Со временем открыл свою бакалейную лавку в столице Шотландии и через 10 лет стал преуспевающим торговцем спиртными напитками. Сын Джорджа, Баллантайн младший, развил дело отца и в 1872 году основал в Глазго магазин, торгующий широким ассортиментом спиртных напитков и табачных изделий со всего мира. К концу 1870-х годов Джордж Баллантайн с тремя сыновьями и внуком расширил предприятие, открыв новые филиалы, в том числе и в Глазго, и стал производителем купажированного виски. В 1895 году королева Виктория пожаловала компании “George Ballantine & Sons” королевский патент на поставку спиртных напитков королевскому двору."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1597928/wild_turkey_721059847001_images_1597928686.jpg,"1869 год — братья-ирландцы Джеймс и Джон Райпи, владельцы бакалейной лавки, построили завод по производству виски в Лоренсбурге, штат Кентукки. С тех пор Wild Turkey Distillery один из ведущих производителей бурбона в мире. Входит в Gruppo Campari. Группа Davide Campari-Milano S.p.A., является одним из ведущих мировых производителей напитков, представленных более чем в 190 странах мира и занимающих лидирующие позиции в Европе и Америке. Основанная в 1860 году, сегодня Группа — шестой по величине игрок на рынке алкогольных напитков категории «премиум». Продуктовая линейка Компании – это более 50-ти брендов, среди которых всемирно известные Aperol, Appleton, Campari, Cinzano, SKYY Vodka и Wild Turkey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1191393/ballantines_5000299606728_images_1191393497.jpg,"Основатель марки, Джордж Бэллантайн, родился и вырос в обычной шотландской семье. В 1927 году он покинул родной дом и обосновался в Эдинбурге. Со временем открыл свою бакалейную лавку в столице Шотландии и через 10 лет стал преуспевающим торговцем спиртными напитками. Сын Джорджа, Баллантайн младший, развил дело отца и в 1872 году основал в Глазго магазин, торгующий широким ассортиментом спиртных напитков и табачных изделий со всего мира. К концу 1860-х годов Джордж Баллантайн с тремя сыновьями и внуком расширил предприятие, открыв новые филиалы, в том числе и в Глазго, и стал производителем купажированного виски. В 1895 году королева Виктория пожаловала компании ""George Ballantine & Sons"" королевский патент на поставку спиртных напитков королевскому двору."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1368061/scottish_collie_5010327906676_images_1368061887.jpg,"William Grant & Sons Ltd — независимое шотландское семейное предприятие по производству шотландского виски и других категорий крепких напитков. Основана в 1886 году Уильямом Грантом. После смерти Уильяма Гранта в 1923 году дело продолжил его сын Джон. Он приступил к модернизации устаревших мощностей завода семьи. Были построены новые производственные помещения, проведена электрификация, и до наших дней все сохранилось в том виде, в каком было создано первоначально."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1680072/glen_grant_8000432403020_images_1680072251.jpg,"Вискикурня Глен Грант основана в 1840 году в Rothes, Speyside, Scotland. Ранее принадлежала Chivas Brothers Ltd, известному по своему виски Chivas Regal. Вискикурня Глен Грант была приобретена итальянской компанией Gruppo Campari в декабре 2005 года. Группа Davide Campari-Milano S.p.A., является одним из ведущих мировых производителей напитков, представленных более чем в 190 странах мира и занимающих лидирующие позиции в Европе и Америке. Основанная в 1860 году, сегодня Группа — шестой по величине игрок на рынке алкогольных напитков категории «премиум». Продуктовая линейка Компании – это более 50-ти брендов, среди которых всемирно известные Aperol, Appleton, Campari, Cinzano, SKYY Vodka и Wild Turkey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1381674/tullamore_dew_5011026108033_images_1381674453.jpg,"Tullamore Dew – один из самых популярных в мире ирландских виски. История этого легендарного напитка берет свое начало в 1829 году, когда в городе Талламор была построена винокурня Tullamore. Завод расположился в самом богатом сельскохозяйственном регионе графства Оффали, где выращивался прекрасный ячмень, и находились источники родниковой воды. Таким образом, у производителя были все ингредиенты для создания первоклассного виски. Это виски тройной дистилляции, состоящий из зернового, солодового и Pot Still Whiskey."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1191418/ballantines_5010106110447_images_1191418340.jpg,"Основатель марки, Джордж Бэллантайн, родился и вырос в обычной шотландской семье. В 1927 году он покинул родной дом и обосновался в Эдинбурге. Со временем открыл свою бакалейную лавку в столице Шотландии и через 10 лет стал преуспевающим торговцем спиртными напитками. Сын Джорджа, Баллантайн младший, развил дело отца и в 1872 году основал в Глазго магазин, торгующий широким ассортиментом спиртных напитков и табачных изделий со всего мира. К концу 1860-х годов Джордж Баллантайн с тремя сыновьями и внуком расширил предприятие, открыв новые филиалы, в том числе и в Глазго, и стал производителем купажированного виски. В 1895 году королева Виктория пожаловала компании ""George Ballantine & Sons"" королевский патент на поставку спиртных напитков королевскому двору."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1420815/ballantines_1167_images_1420815237.jpg,"Основатель марки Джордж Баллантайн, родился и вырос в обычной шотландской семье. В 1827 году он покинул родной дом и обосновался в Эдинбурге. Со временем открыл свою бакалейную лавку в столице Шотландии и через 10 лет стал преуспевающим торговцем спиртными напитками. Сын Джорджа, Баллантайн младший, развил дело отца и в 1872 году основал в Глазго магазин, торгующий широким ассортиментом спиртных напитков и табачных изделий со всего мира. К концу 1870-х годов Джордж Баллантайн с тремя сыновьями и внуком расширил предприятие, открыв новые филиалы, в том числе и в Глазго, и стал производителем купажированного виски. В 1895 году королева Виктория пожаловала компании “George Ballantine & Sons” королевский патент на поставку спиртных напитков королевскому двору."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i2.rozetka.ua/goods/1421611/johnnie_walker_5000267014203_images_1421611077.jpg,"Johnnie Walker — одна из самых легендарных марок в мире виски, история которой насчитывает почти полтора столетия. Семейное дело начиналась с открытия чайной лавки в городке Килмарнок и купажирования чая. А в итоге переросло в мастерство смешивания спиртов, передающееся по наследству, и создание потрясающего виски."
"Виски Grant's Family Reserve 5 - 6 лет выдержки 1 л 40% (5010327000039)",http://i1.rozetka.ua/goods/1389408/jack_daniels_5099873388655_images_1389408933.jpg,"Jack Daniel's — легендарный виски, который содержится в дубовых бочках в штате Теннесси, США."
